,trial,accuracy_test,auc_roc_test,accuracy_train,auc_roc_train,model
2,2,0.7005545286506469,0.8340955701394586,0.7463768115942029,0.8568607893707751,tsfresh_simple_baseline_logit_l2
3,3,0.7005545286506469,0.837135699173904,0.7517162471395881,0.8440302211887009,tsfresh_simple_baseline_logit_l2
4,4,0.7051756007393716,0.8326055760557607,0.7326468344774981,0.8566671709178925,tsfresh_simple_baseline_logit_l2
5,5,0.7005545286506469,0.8300299643639322,0.7475209763539283,0.8520669158478288,tsfresh_simple_baseline_logit_l2
6,6,0.6913123844731978,0.8339297493685509,0.7410373760488177,0.8513929835034308,tsfresh_simple_baseline_logit_l2
7,7,0.7153419593345656,0.833337319961045,0.7467581998474447,0.8396610761705101,tsfresh_simple_baseline_logit_l2
8,8,0.6959334565619224,0.8408270676691729,0.7574370709382151,0.8518714187965759,tsfresh_simple_baseline_logit_l2
9,9,0.7097966728280961,0.8380600714566558,0.7303585049580473,0.8564476899802164,tsfresh_simple_baseline_logit_l2
0,0,0.7199630314232902,0.8174192335947243,0.7742181540808543,0.8477912768235347,tsfresh_simple_baseline_logit
1,1,0.6931608133086876,0.7983257307843439,0.7894736842105263,0.8650913250510853,tsfresh_simple_baseline_logit
2,2,0.7356746765249538,0.8326703846469286,0.7906178489702517,0.866551002449086,tsfresh_simple_baseline_logit
3,3,0.7162661737523105,0.8420951696032603,0.782608695652174,0.8635175217217199,tsfresh_simple_baseline_logit
4,4,0.7264325323475046,0.8278529451961186,0.7917620137299771,0.8596304226401043,tsfresh_simple_baseline_logit
5,5,0.7134935304990758,0.8327849247433072,0.795957284515637,0.869581865211104,tsfresh_simple_baseline_logit
6,6,0.7430683918669131,0.8407391083002764,0.7948131197559115,0.8733925895753626,tsfresh_simple_baseline_logit
7,7,0.7162661737523105,0.8113062467320764,0.7948131197559115,0.8693893349708535,tsfresh_simple_baseline_logit
8,8,0.7014787430683919,0.8029453470691745,0.7909992372234935,0.8683215445009271,tsfresh_simple_baseline_logit
9,9,0.7190388170055453,0.8068352699931647,0.7875667429443173,0.8670999650878622,tsfresh_simple_baseline_logit
0,0,0.788354898336414,0.8594066854749082,1.0,1.0,tsfresh_simple_baseline_xgboost
1,1,0.788354898336414,0.8549900915675823,1.0,1.0,tsfresh_simple_baseline_xgboost
2,2,0.7929759704251387,0.8729110931163022,1.0,1.0,tsfresh_simple_baseline_xgboost
3,3,0.7994454713493531,0.874176960005467,1.0,1.0,tsfresh_simple_baseline_xgboost
4,4,0.8059149722735675,0.8936077162507987,1.0,1.0,tsfresh_simple_baseline_xgboost
5,5,0.8059149722735675,0.8796474753273736,1.0,1.0,tsfresh_simple_baseline_xgboost
6,6,0.7846580406654344,0.8667692360291981,1.0,1.0,tsfresh_simple_baseline_xgboost
7,7,0.8077634011090573,0.8708298450340857,1.0,1.0,tsfresh_simple_baseline_xgboost
8,8,0.8086876155268022,0.890149651496515,1.0,1.0,tsfresh_simple_baseline_xgboost
9,9,0.8012939001848429,0.8761992619926199,1.0,1.0,tsfresh_simple_baseline_xgboost
0,0,0.8576709796672828,0.9348312224744919,1.0,1.0,tsfresh_full_random_forest
1,1,0.844731977818854,0.933986726874658,1.0,1.0,tsfresh_full_random_forest
2,2,0.8548983364140481,0.9316752781650675,1.0,1.0,tsfresh_full_random_forest
3,3,0.8567467652495379,0.9338048622144773,1.0,1.0,tsfresh_full_random_forest
4,4,0.8382624768946395,0.9260485538072541,1.0,1.0,tsfresh_full_random_forest
5,5,0.8641404805914972,0.9368504539984684,1.0,1.0,tsfresh_full_random_forest
6,6,0.8493530499075785,0.9287261816889473,1.0,1.0,tsfresh_full_random_forest
7,7,0.8539741219963032,0.9376172367490442,1.0,1.0,tsfresh_full_random_forest
8,8,0.8502772643253235,0.9353246069899582,1.0,1.0,tsfresh_full_random_forest
9,9,0.8465804066543438,0.9241768341641583,1.0,1.0,tsfresh_full_random_forest
0,0,0.8373382624768947,0.913738565444131,1.0,1.0,tsfresh_full_extra_trees
1,1,0.8438077634011091,0.9132040375304319,1.0,1.0,tsfresh_full_extra_trees
2,2,0.8641404805914972,0.9343949262355333,1.0,1.0,tsfresh_full_extra_trees
3,3,0.8493530499075785,0.9281806844002529,1.0,1.0,tsfresh_full_extra_trees
4,4,0.8484288354898336,0.9393878765492899,1.0,1.0,tsfresh_full_extra_trees
5,5,0.8253234750462107,0.9184511301317205,1.0,1.0,tsfresh_full_extra_trees
6,6,0.8512014787430684,0.9239161259682174,1.0,1.0,tsfresh_full_extra_trees
7,7,0.8567467652495379,0.9309438617715308,1.0,1.0,tsfresh_full_extra_trees
8,8,0.8484288354898336,0.9371035543403965,1.0,1.0,tsfresh_full_extra_trees
9,9,0.8438077634011091,0.9217007434944238,1.0,1.0,tsfresh_full_extra_trees
0,0,0.7818853974121996,0.8455421250303299,0.8951182303585049,0.9571928967090257,tsfresh_full_logit_l2
1,1,0.7957486136783734,0.8574606363785467,0.9023646071700991,0.961452372571209,tsfresh_full_logit_l2
2,2,0.7837338262476895,0.8662005283356744,0.8928299008390541,0.959765279523344,tsfresh_full_logit_l2
3,3,0.8012939001848429,0.8681362985639656,0.8947368421052632,0.9581106870229008,tsfresh_full_logit_l2
4,4,0.7846580406654344,0.8625290419570862,0.8962623951182304,0.9576623097041086,tsfresh_full_logit_l2
5,5,0.7865064695009242,0.8514679598246172,0.8890160183066361,0.9564441977287022,tsfresh_full_logit_l2
6,6,0.7781885397412199,0.8553988813759691,0.8890160183066361,0.9531626008313203,tsfresh_full_logit_l2
7,7,0.7800369685767098,0.856052918404931,0.889397406559878,0.9610711060632859,tsfresh_full_logit_l2
8,8,0.7837338262476895,0.8558291642745838,0.8947368421052632,0.9606255583783674,tsfresh_full_logit_l2
9,9,0.7994454713493531,0.8670493371600383,0.8947368421052632,0.9603134198358426,tsfresh_full_logit_l2
0,0,0.755083179297597,0.820515011776288,0.9637681159420289,0.9938244632478761,tsfresh_full_logit
1,1,0.800369685767098,0.8684124207303741,0.9549961861174676,0.9900437361124607,tsfresh_full_logit
2,2,0.788354898336414,0.8445591074510073,0.9687261632341724,0.9940015861554118,tsfresh_full_logit
3,3,0.7809611829944547,0.8405220718873856,0.96186117467582,0.9921563014051741,tsfresh_full_logit
4,4,0.7791127541589649,0.8405142353134232,0.9816933638443935,0.9974204187847978,tsfresh_full_logit
5,5,0.7717190388170055,0.8298065389228924,0.9725400457665904,0.9960063916354766,tsfresh_full_logit
6,6,0.7744916820702403,0.8365979909799098,0.9824561403508771,0.997898197582229,tsfresh_full_logit
7,7,0.7791127541589649,0.845984316539388,0.971395881006865,0.9935571149280826,tsfresh_full_logit
8,8,0.7754158964879853,0.8380918184149782,0.9660564454614798,0.9928252771006761,tsfresh_full_logit
9,9,0.789279112754159,0.8480327336716041,0.9706331045003814,0.9954105167125149,tsfresh_full_logit
0,0,0.8493530499075785,0.9349579050951234,1.0,1.0,tsfresh_full_xgboost
1,1,0.8475046210720887,0.9299027898792134,1.0,1.0,tsfresh_full_xgboost
2,2,0.8604436229205176,0.9428835016144739,1.0,1.0,tsfresh_full_xgboost
3,3,0.8475046210720887,0.9310323606338786,1.0,1.0,tsfresh_full_xgboost
4,4,0.8595194085027726,0.9495737447251977,1.0,1.0,tsfresh_full_xgboost
5,5,0.8438077634011091,0.9374780038610698,1.0,1.0,tsfresh_full_xgboost
6,6,0.8382624768946395,0.9343231560423038,1.0,1.0,tsfresh_full_xgboost
7,7,0.8558225508317929,0.9452056667760639,1.0,1.0,tsfresh_full_xgboost
8,8,0.8548983364140481,0.9412048440065681,1.0,1.0,tsfresh_full_xgboost
9,9,0.833641404805915,0.9342798079715715,1.0,1.0,tsfresh_full_xgboost
