,trial,accuracy_test,auc_roc_test,accuracy_train,auc_roc_train,model
9,9,0.6814473959422714,0.7323867353077984,0.6847146057001622,0.7385754347345614,tsfresh_simple_baseline_logit_l2
0,0,0.746496548839155,0.7868015765266784,0.7407121340851163,0.7803044577363799,tsfresh_simple_baseline_logit
1,1,0.7410583559924702,0.7794122639663694,0.7386267088900904,0.77704157860236,tsfresh_simple_baseline_logit
2,2,0.7322735829324409,0.7758395893303167,0.7345330964702248,0.778519579448541,tsfresh_simple_baseline_logit
3,3,0.7356201631457854,0.7767709885081931,0.7456553641770294,0.7834261903251658,tsfresh_simple_baseline_logit
4,4,0.7352018406191173,0.7787738371743017,0.7401714682938132,0.7756946088084402,tsfresh_simple_baseline_logit
5,5,0.732482744195775,0.7751183922661001,0.7460415540279601,0.7827584278092793,tsfresh_simple_baseline_logit
6,6,0.7295544865090985,0.7742737823865388,0.7370819494863675,0.7728291062257238,tsfresh_simple_baseline_logit
7,7,0.7383392595691278,0.779767802859938,0.7442650807136788,0.7771688317576912,tsfresh_simple_baseline_logit
8,8,0.732691905459109,0.7820348570608476,0.7410210859658608,0.7783168606496389,tsfresh_simple_baseline_logit
9,9,0.7299728090357666,0.7746206559067557,0.7424113694292114,0.7785203147354249,tsfresh_simple_baseline_logit
0,0,0.6898138464756327,0.7520190884178032,1.0,1.0,tsfresh_simple_baseline_xgboost
1,1,0.6791466220455972,0.7499212520435093,0.9999227620298139,1.0,tsfresh_simple_baseline_xgboost
2,2,0.6885588788956285,0.7516509819444575,1.0,1.0,tsfresh_simple_baseline_xgboost
3,3,0.6887680401589625,0.7596043991431332,1.0,1.0,tsfresh_simple_baseline_xgboost
4,4,0.6904413302656348,0.7593467707782822,0.9999227620298139,1.0,tsfresh_simple_baseline_xgboost
5,5,0.7011085546956703,0.766572990351672,1.0,1.0,tsfresh_simple_baseline_xgboost
6,6,0.691487136582305,0.7533904205980457,0.9999227620298139,1.0,tsfresh_simple_baseline_xgboost
7,7,0.6958795231123196,0.7593862115148263,1.0,1.0,tsfresh_simple_baseline_xgboost
8,8,0.6923237816356411,0.7506767918578483,1.0,1.0,tsfresh_simple_baseline_xgboost
9,9,0.6814473959422714,0.7502353874284563,1.0,1.0,tsfresh_simple_baseline_xgboost
0,0,0.7496339677891655,0.8032490785176473,0.9664014829690276,0.997856578788163,tsfresh_full_random_forest
1,1,0.7479606776824932,0.8035754721768698,0.96555186529698,0.9980204879603488,tsfresh_full_random_forest
2,2,0.7416858397824723,0.7918165925568161,0.9681779562833088,0.9981572624339207,tsfresh_full_random_forest
3,3,0.7485881614724953,0.7937010045660824,0.9617672047578589,0.9977569112264267,tsfresh_full_random_forest
4,4,0.739594227149132,0.7892759774432274,0.9647022476249324,0.9981092481492668,tsfresh_full_random_forest
5,5,0.7529805480025099,0.8030605155344614,0.9691820498957288,0.9984124537960984,tsfresh_full_random_forest
6,6,0.7404308722024681,0.7905085445851624,0.9693365258361011,0.9985746408682495,tsfresh_full_random_forest
7,7,0.7556996444258524,0.8043388632227355,0.9653973893566077,0.9981407062180759,tsfresh_full_random_forest
8,8,0.7525622254758418,0.8021474223336263,0.968255194253495,0.998215935324953,tsfresh_full_random_forest
9,9,0.7454507425224849,0.7951685216295675,0.9691820498957288,0.9982124141996759,tsfresh_full_random_forest
0,0,0.7314369378791048,0.787749729721595,1.0,1.0,tsfresh_full_extra_trees
1,1,0.719305584605731,0.7841928039243686,1.0,1.0,tsfresh_full_extra_trees
2,2,0.7247437774524158,0.7854935267886838,1.0,1.0,tsfresh_full_extra_trees
3,3,0.7222338422924074,0.7846644107732678,1.0,1.0,tsfresh_full_extra_trees
4,4,0.732691905459109,0.7933098584154799,1.0,1.0,tsfresh_full_extra_trees
5,5,0.7201422296590672,0.7822690868897466,1.0,1.0,tsfresh_full_extra_trees
6,6,0.7186781008157289,0.7732438202738766,1.0,1.0,tsfresh_full_extra_trees
7,7,0.7295544865090985,0.7936056868826651,1.0,1.0,tsfresh_full_extra_trees
8,8,0.7316460991424388,0.7897078872711935,1.0,1.0,tsfresh_full_extra_trees
9,9,0.7136582304957122,0.7802692552692554,1.0,1.0,tsfresh_full_extra_trees
0,0,0.7561179669525204,0.8054798998474754,0.7872093921371747,0.8595271959457847,tsfresh_full_logit_l2
1,1,0.7540263543191801,0.8097778418664168,0.7888313895110837,0.8578287697260977,tsfresh_full_logit_l2
2,2,0.7433591298891445,0.7964862537542268,0.7839653973893566,0.8562375073738709,tsfresh_full_logit_l2
3,3,0.7439866136791466,0.7976783214335714,0.7857418707036379,0.8587005409632111,tsfresh_full_logit_l2
4,4,0.7444049362058147,0.8050258564116027,0.7796400710589326,0.8527353531998243,tsfresh_full_logit_l2
5,5,0.7550721606358503,0.8088852441343837,0.7806441646713524,0.8555146096026491,tsfresh_full_logit_l2
6,6,0.7523530642125078,0.8018967870642588,0.7838881594191704,0.8559492711462104,tsfresh_full_logit_l2
7,7,0.7446140974691488,0.7980910880693005,0.7824206379856338,0.8560906503412178,tsfresh_full_logit_l2
8,8,0.753608031792512,0.8041926139185417,0.7808758785819109,0.8548893049027995,tsfresh_full_logit_l2
9,9,0.7513072578958377,0.8064182227224748,0.7814937823434001,0.8552181029149258,tsfresh_full_logit_l2
0,0,0.7366659694624555,0.7922572798544029,0.7897582451533174,0.8664477807891966,tsfresh_full_logit
1,1,0.739385065885798,0.7951628586849914,0.7848150150614042,0.8613569078680481,tsfresh_full_logit
2,2,0.7379209370424598,0.7947038804097963,0.7974820421719317,0.8697330013299892,tsfresh_full_logit
3,3,0.7406400334658021,0.7957638663321424,0.7951649030663475,0.8655239698024144,tsfresh_full_logit
4,4,0.7381300983057938,0.7913999611428212,0.7950104271259751,0.8655570536102057,tsfresh_full_logit
5,5,0.739175904622464,0.7952029894824229,0.7933111917818799,0.8665759055316757,tsfresh_full_logit
6,6,0.7431499686258105,0.7994849196282825,0.7916891944079709,0.869084664773847,tsfresh_full_logit
7,7,0.7308094540891027,0.7880031702266093,0.7915347184675987,0.865678281481213,tsfresh_full_logit
8,8,0.7425224848358084,0.7958210186315223,0.793851857573183,0.8678393073604974,tsfresh_full_logit
9,9,0.7446140974691488,0.794443312596003,0.7926160500502046,0.864092726781496,tsfresh_full_logit
0,0,0.7450324199958168,0.7979596914001947,1.0,1.0,tsfresh_full_xgboost
1,1,0.7485881614724953,0.8044988412544903,1.0,1.0,tsfresh_full_xgboost
2,2,0.7431499686258105,0.800737525330832,1.0,1.0,tsfresh_full_xgboost
3,3,0.7456599037858188,0.8022438522438524,1.0,1.0,tsfresh_full_xgboost
4,4,0.7473331938924911,0.8127293415822802,1.0,1.0,tsfresh_full_xgboost
5,5,0.7483790002091613,0.8061827869480799,1.0,1.0,tsfresh_full_xgboost
6,6,0.739803388412466,0.8048322177013607,1.0,1.0,tsfresh_full_xgboost
7,7,0.7517255804225057,0.8073444674348359,1.0,1.0,tsfresh_full_xgboost
8,8,0.7494248065258314,0.8088843090915201,1.0,1.0,tsfresh_full_xgboost
9,9,0.7421041623091403,0.7978587935009138,1.0,0.9999999999999999,tsfresh_full_xgboost
