,,0
"value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",0.9985784145731454
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",0.9984542937286585
"value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",0.9983118998723928
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.9977279788896374
"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.9977198640808244
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",0.9977136555216475
"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",0.9976467386584152
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.997558612083591
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",0.9975108106477201
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.9974900558118599
"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.997420253072001
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","value__linear_trend__attr_""intercept""",0.99733058625194
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",0.9972536385273391
"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",0.9970787028774101
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.9968520475800458
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",0.9965922377420915
value__quantile__q_0.3,value__quantile__q_0.4,0.9960754300722616
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.9960499205128696
value__median,value__quantile__q_0.4,0.9960310521147402
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.9960301297682171
"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",0.995977156667557
"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",0.9958507126338427
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",0.9957420689797271
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.9956987159915437
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.9955877951136828
"value__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",0.9955507697790699
"value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",0.9954801250146804
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.9953958266095525
value__quantile__q_0.3,value__quantile__q_0.2,0.9953873751504012
"value__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",0.9953574315380009
"value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",0.995271648421399
"value__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.9952394453759635
"value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",0.99516009082185
"value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.9949820722491743
"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",0.9947909029217767
"value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",0.9947270476530357
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""","value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",0.9947196342716105
value__quantile__q_0.6,value__median,0.9946416422653828
"value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",0.9944887854174554
"value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.9943836171416638
"value__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",0.9942002733426212
"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",0.993918266708261
"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",0.993840149648361
"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.9937355050885547
"value__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",0.9936567772036137
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",0.9935941789403929
"value__linear_trend__attr_""slope""","value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",0.9935284318326575
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.9934816439910719
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.9933316433827148
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.9932677926163204
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.9932375138081375
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",0.9930759609347195
value__quantile__q_0.1,value__quantile__q_0.2,0.9929502161021596
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.9928401135017914
"value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.992809451829379
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",0.9927062615594565
value__quantile__q_0.6,value__sum_values,0.9926799843723119
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",0.9923666676425205
value__quantile__q_0.6,value__quantile__q_0.7,0.9919875669122342
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",0.9919802034392705
"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.9918047291271448
"value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.9917750964827742
"value__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",0.9917750916244951
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.9912938089044067
"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.9911530015480713
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",0.9910482063323615
"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",0.9909036762216519
value__quantile__q_0.3,value__median,0.9908705350672631
value__median,"value__fft_coefficient__attr_""real""__coeff_0",0.9908618732731805
value__median,value__mean,0.9908618732731802
value__median,value__sum_values,0.9908618732731799
"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.9907582703608144
value__quantile__q_0.7,"value__fft_coefficient__attr_""real""__coeff_0",0.9907556571481403
value__quantile__q_0.7,value__mean,0.9907556571481396
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.9906695181691109
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.9906103126185649
"value__linear_trend__attr_""stderr""",value__standard_deviation,0.9903890804210739
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.9903827532021586
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",0.9903612932784349
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.9903372818420242
value__quantile__q_0.4,value__quantile__q_0.2,0.9900202578675592
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",0.9900200516354281
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.9899258031385297
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.9899125457782151
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.9895260598173434
value__abs_energy,value__root_mean_square,0.9893311177507194
value__c3__lag_1,value__c3__lag_2,0.9891744619397638
"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.9891280203086994
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.9890702627459671
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.98902452464043
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.9889928116971526
value__quantile__q_0.6,value__quantile__q_0.4,0.9889569954310178
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",0.9888440300056931
"value__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",0.9886181479364983
"value__fft_coefficient__attr_""real""__coeff_0",value__quantile__q_0.4,0.9882197490391066
value__quantile__q_0.4,value__mean,0.9882197490391064
"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.9881895318838712
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.9880435704474251
"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.9879455800267767
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.9877663099015168
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",0.9877055506894314
"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.9876683220758404
"value__linear_trend__attr_""intercept""","value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",0.9876390571861784
"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)","value__linear_trend__attr_""intercept""",0.9875574574854653
"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)","value__linear_trend__attr_""intercept""",0.9873678557035327
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",0.9872602468442835
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.9870253719830676
"value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)","value__linear_trend__attr_""intercept""",0.9869706821029783
"value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.9869523077736587
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",0.9868537397609374
"value__linear_trend__attr_""intercept""","value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",0.9865901081870981
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",0.9862654158962979
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",0.9861501383229626
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",0.9860185612702078
"value__linear_trend__attr_""intercept""","value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",0.9859358724150464
value__quantile__q_0.1,value__quantile__q_0.3,0.9858374151755158
value__quantile__q_0.7,value__quantile__q_0.8,0.985609572937928
"value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",0.9855141122225164
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__linear_trend__attr_""intercept""",0.9853804673720852
value__c3__lag_2,value__c3__lag_3,0.9852988792964166
"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",0.9846836610564246
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.9845814500903067
"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.9845435226732343
"value__linear_trend__attr_""intercept""","value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",0.9844649450869855
"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""","value__linear_trend__attr_""rvalue""",0.9844385851436177
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",0.9843408353051885
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",0.9843143873141511
"value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",0.9843056479026501
"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.9841752354874598
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",0.9838470399716608
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)","value__linear_trend__attr_""intercept""",0.9837527446820644
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.9836689739827915
"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""","value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",0.9834544963682424
"value__fft_coefficient__attr_""real""__coeff_0",value__quantile__q_0.3,0.9833947565791659
value__quantile__q_0.3,value__sum_values,0.9833947565791655
value__quantile__q_0.2,value__median,0.9833837290506436
"value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",0.9833274195669711
value__quantile__q_0.7,value__median,0.9828713255640202
"value__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",0.9828171561342192
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",0.9826497252568818
"value__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",0.9826146193373599
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)","value__linear_trend__attr_""intercept""",0.9824233670372393
"value__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",0.9823778582608886
"value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",0.9820787096885155
value__quantile__q_0.3,value__quantile__q_0.6,0.9819909208567925
"value__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",0.9819398331855776
"value__linear_trend__attr_""intercept""","value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",0.9818075175832472
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",0.9817918038529524
"value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",0.9817897353101299
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.9817050167126603
"value__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",0.9813857631130527
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",0.9810681302774108
value__c3__lag_1,value__c3__lag_3,0.9810157353700657
"value__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",0.9810045236557166
"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.9808072200032038
"value__fft_coefficient__attr_""real""__coeff_0",value__quantile__q_0.8,0.9807734048708519
value__quantile__q_0.8,value__mean,0.9807734048708517
"value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.980698944549027
"value__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",0.9806387758560128
"value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.9805164081250913
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",0.980100158437218
"value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)","value__linear_trend__attr_""intercept""",0.9797870360590227
"value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",0.9795161185831263
"value__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.9795029365811039
"value__linear_trend__attr_""intercept""","value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",0.9794580047752198
"value__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",0.9794119595008133
"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""real""__coeff_0",0.9791856300375081
value__sum_values,"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",0.979185630037508
"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.9788532133299815
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",0.9786948551773945
value__quantile__q_0.1,value__quantile__q_0.4,0.9782660873179096
"value__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",0.9780247644116833
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",0.9777439524209994
"value__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",0.9775179783799606
"value__fft_coefficient__attr_""real""__coeff_0","value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.9773112152991497
"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",value__mean,0.9773112152991493
value__sum_values,"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.9773112152991492
"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)","value__linear_trend__attr_""intercept""",0.9766175319869691
"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",0.9764247786742453
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.9759282883403406
