,trial,accuracy_test,auc_roc_test,accuracy_train,auc_roc_train,model
2,2,0.582723279648609,0.613872412778112,0.5697072680929945,0.59734998386872,tsfresh_simple_baseline_logit
3,3,0.5783308931185944,0.6124452050839182,0.5697072680929945,0.5967532419806801,tsfresh_simple_baseline_logit
4,4,0.5636896046852123,0.5958256334873302,0.5595118560284236,0.5878556855664376,tsfresh_simple_baseline_logit
5,5,0.5818866345952729,0.6159545271559344,0.567312891017224,0.5976101364634058,tsfresh_simple_baseline_logit
6,6,0.57603011922192,0.6124315696624336,0.5649957519116398,0.5944340503046669,tsfresh_simple_baseline_logit
7,7,0.5724743777452416,0.6034361891828988,0.5741870703637908,0.6038403244688286,tsfresh_simple_baseline_logit
8,8,0.5802133444886007,0.617222514086792,0.5717926932880204,0.6012755352600567,tsfresh_simple_baseline_logit
9,9,0.5678728299518929,0.6069460006363615,0.5619062331041941,0.5922897509047109,tsfresh_simple_baseline_logit
0,0,0.5356619953984522,0.5614922036214172,0.9997682860894416,0.999999832960278,tsfresh_simple_baseline_xgboost
1,1,0.5325245764484418,0.5472203526625388,1.0,1.0,tsfresh_simple_baseline_xgboost
2,2,0.534197866555114,0.5496478313734576,0.9998455240596277,0.9999998090972146,tsfresh_simple_baseline_xgboost
3,3,0.5346161890817821,0.5569226767090405,0.9997682860894416,0.9999996659199978,tsfresh_simple_baseline_xgboost
4,4,0.5323154151851077,0.5519481803555185,0.9996910481192555,0.999999928408886,tsfresh_simple_baseline_xgboost
5,5,0.5421459945618071,0.5592976151767398,0.9996910481192555,0.9999986398071371,tsfresh_simple_baseline_xgboost
6,6,0.533779544028446,0.5595173472209098,0.9997682860894416,0.999999618184097,tsfresh_simple_baseline_xgboost
7,7,0.5295963187617653,0.5471920214708001,0.9996138101490692,0.9999998568051424,tsfresh_simple_baseline_xgboost
8,8,0.5247856097050826,0.5476990072604905,0.9996138101490692,0.9999996539885692,tsfresh_simple_baseline_xgboost
9,9,0.5427734783518092,0.5621548837461687,0.9997682860894416,0.9999998568222822,tsfresh_simple_baseline_xgboost
0,0,0.8339259569127797,0.9230249902090795,0.983316598439793,0.9991223714574141,tsfresh_full_random_forest
1,1,0.8376908596527923,0.9222833071540768,0.9843206920522128,0.9991706507835577,tsfresh_full_random_forest
2,2,0.8345534407027818,0.9209107113545629,0.9821580288870009,0.9991353604430804,tsfresh_full_random_forest
3,3,0.8389458272327965,0.9229019252906451,0.9833938364099791,0.9990947391923425,tsfresh_full_random_forest
4,4,0.8374816983894583,0.9203278453278454,0.9813856491851394,0.9989172438709284,tsfresh_full_random_forest
5,5,0.8347626019661158,0.920625029311483,0.9830848845292346,0.999137333252961,tsfresh_full_random_forest
6,6,0.8376908596527923,0.9221037620035922,0.981694601065884,0.9990358130469135,tsfresh_full_random_forest
7,7,0.8335076343861116,0.9226521880055752,0.9840117401714683,0.9990568936393082,tsfresh_full_random_forest
8,8,0.8364358920727881,0.92322847115984,0.9817718390360701,0.998995802747108,tsfresh_full_random_forest
9,9,0.8399916335494666,0.9222766419211421,0.98277593264849,0.999148402147381,tsfresh_full_random_forest
0,0,0.842710729972809,0.9239435478337822,1.0,1.0,tsfresh_full_extra_trees
1,1,0.8460573101861535,0.923731247167279,1.0,1.0,tsfresh_full_extra_trees
2,2,0.8429198912361431,0.9247321678566429,1.0,1.0,tsfresh_full_extra_trees
3,3,0.8397824722861326,0.925124071215828,1.0,1.0,tsfresh_full_extra_trees
4,4,0.8450115038694834,0.9232496788802985,1.0,1.0,tsfresh_full_extra_trees
5,5,0.8521229868228404,0.9276645229032683,1.0,1.0,tsfresh_full_extra_trees
6,6,0.8404099560761347,0.9230982969562249,1.0,1.0,tsfresh_full_extra_trees
7,7,0.8473122777661577,0.9271616572603579,1.0,1.0,tsfresh_full_extra_trees
8,8,0.8410374398661368,0.92193488098613,1.0,1.0,tsfresh_full_extra_trees
9,9,0.8458481489228195,0.9255264005264006,1.0,1.0,tsfresh_full_extra_trees
0,0,0.8441748588161473,0.9261321535637219,0.8693133544450452,0.9458479343714994,tsfresh_full_logit_l2
1,1,0.8416649236561389,0.9247928938167385,0.8676913570711362,0.9459044035494899,tsfresh_full_logit_l2
2,2,0.8429198912361431,0.9257322754174555,0.8665327875183441,0.9446048185933088,tsfresh_full_logit_l2
3,3,0.8544237607195148,0.9318120009030341,0.8703946860276512,0.9464733984799132,tsfresh_full_logit_l2
4,4,0.8531687931395106,0.9307171788973084,0.8656831698462965,0.9432237237371967,tsfresh_full_logit_l2
5,5,0.8445931813428154,0.9242867202817909,0.8691588785046729,0.945619149706892,tsfresh_full_logit_l2
6,6,0.8460573101861535,0.9281188937992235,0.8681547848922531,0.9443805862222974,tsfresh_full_logit_l2
7,7,0.8437565362894792,0.926360231543071,0.8710898277593265,0.9462525199172436,tsfresh_full_logit_l2
8,8,0.8443840200794813,0.9241374277755553,0.8669189773692747,0.9450722841446012,tsfresh_full_logit_l2
9,9,0.84898556787283,0.9280899950019109,0.8695450683556036,0.9453439498580537,tsfresh_full_logit_l2
0,0,0.8477306002928258,0.9254740327987964,0.8819031435853866,0.9550170163356727,tsfresh_full_logit
1,1,0.8399916335494666,0.9195529623489217,0.8876187533791612,0.9578236117120017,tsfresh_full_logit
2,2,0.8454298263961514,0.9241420572706127,0.8843747586313432,0.9564810062122266,tsfresh_full_logit
3,3,0.8473122777661577,0.9255662031576478,0.8824438093766895,0.9546304257199236,tsfresh_full_logit
4,4,0.8443840200794813,0.923896179348216,0.8863829458561829,0.9571864966148182,tsfresh_full_logit
5,5,0.8506588579795022,0.9259935493016411,0.8839885687804124,0.9551655091987736,tsfresh_full_logit
6,6,0.8565153733528551,0.9301073970351095,0.8847609484822739,0.9562421001569804,tsfresh_full_logit
7,7,0.8477306002928258,0.9232403005003089,0.8816714296748281,0.9555342304971487,tsfresh_full_logit
8,8,0.8487764066094959,0.9281542154202822,0.8853016142735769,0.9553512527117852,tsfresh_full_logit
9,9,0.8521229868228404,0.9294264502368441,0.8825210473468758,0.9553280688901071,tsfresh_full_logit
0,0,0.8456389876594854,0.9300440742482914,1.0,1.0,tsfresh_full_xgboost
1,1,0.8517046642961723,0.9321182967193153,1.0,1.0,tsfresh_full_xgboost
2,2,0.8429198912361431,0.9263643458874504,1.0,1.0,tsfresh_full_xgboost
3,3,0.8496130516628321,0.9316645019440505,1.0,1.0,tsfresh_full_xgboost
4,4,0.8464756327128216,0.927128974464241,1.0,1.0,tsfresh_full_xgboost
5,5,0.8456389876594854,0.9302389820400359,1.0,1.0,tsfresh_full_xgboost
6,6,0.8496130516628321,0.9313773048617741,1.0,1.0,tsfresh_full_xgboost
7,7,0.8504496967161682,0.9329804528909422,1.0,0.9999999999999999,tsfresh_full_xgboost
8,8,0.8466847939761556,0.9275258082670452,1.0,1.0,tsfresh_full_xgboost
9,9,0.8485672453461619,0.9326972179394516,1.0,1.0,tsfresh_full_xgboost
